,Country_Name,Country_Code,Indicator_Name,Indicator_Code,Year,InternetUsers,Percentage
262,"Yemen, Rep.",YEM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
263,South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
264,Zambia,ZMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
265,Zimbabwe,ZWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
266,Aruba,ABW,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
267,Africa Eastern and Southern,AFE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.001598765
268,Afghanistan,AFG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
269,Africa Western and Central,AFW,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
270,Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
271,Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
272,Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
273,Arab World,ARB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
274,United Arab Emirates,ARE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
275,Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
276,Armenia,ARM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
277,American Samoa,ASM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
278,Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
279,Australia,AUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,1.097203891
280,Austria,AUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.259081553
281,Azerbaijan,AZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
282,Burundi,BDI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
283,Belgium,BEL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.020072645
284,Benin,BEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
285,Burkina Faso,BFA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
286,Bangladesh,BGD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
287,Bulgaria,BGR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
288,Bahrain,BHR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
289,"Bahamas, The",BHS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
290,Bosnia and Herzegovina,BIH,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
291,Belarus,BLR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
292,Belize,BLZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
293,Bermuda,BMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
294,Bolivia,BOL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
295,Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.003288171
296,Barbados,BRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
297,Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
298,Bhutan,BTN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
299,Botswana,BWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
300,Central African Republic,CAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
301,Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.570385926
302,Central Europe and the Baltics,CEB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.002110211
303,Switzerland,CHE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,1.17995597
304,Channel Islands,CHI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,
305,Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
306,China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
307,Cote d'Ivoire,CIV,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
308,Cameroon,CMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
309,"Congo, Dem. Rep.",COD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
310,"Congo, Rep.",COG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
311,Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
312,Comoros,COM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
313,Cabo Verde,CPV,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
314,Costa Rica,CRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
315,Caribbean small states,CSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
316,Cuba,CUB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
317,Curacao,CUW,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,
318,Cayman Islands,CYM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
319,Cyprus,CYP,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
320,Czechia,CZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
321,Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.250274153
322,Djibouti,DJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
323,Dominica,DMA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
324,Denmark,DNK,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.194056515
325,Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
326,Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
327,East Asia & Pacific (excluding high income),EAP,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,1.79e-06
328,Early-demographic dividend,EAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.000959208
329,East Asia & Pacific,EAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.014867534
330,Europe & Central Asia (excluding high income),ECA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
331,Europe & Central Asia,ECS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.101974968
332,Ecuador,ECU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
333,"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
334,Euro area,EMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.160173021
335,Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
336,Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.025686194
337,Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
338,Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
339,European Union,EUU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.145183746
340,Fragile and conflict affected situations,FCS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
341,Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,1.397439332
342,Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
343,France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.140113895
344,Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
345,"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
346,Gabon,GAB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
347,United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.174230922
348,Georgia,GEO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
349,Ghana,GHA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
350,Gibraltar,GIB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
351,Guinea,GIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
352,"Gambia, The",GMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
353,Guinea-Bissau,GNB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
354,Equatorial Guinea,GNQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
355,Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.048788803
356,Grenada,GRD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
357,Greenland,GRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
358,Guatemala,GTM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
359,Guam,GUM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
360,Guyana,GUY,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
361,High income,HIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.411485261
362,"Hong Kong SAR, China",HKG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.120955444
363,Honduras,HND,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
364,Heavily indebted poor countries (HIPC),HPC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
365,Croatia,HRV,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
366,Haiti,HTI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
367,Hungary,HUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.00338263
368,IBRD only,IBD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.000478196
369,IDA & IBRD total,IBT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.000385754
370,IDA total,IDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
371,IDA blend,IDB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
372,Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
373,IDA only,IDX,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
374,Isle of Man,IMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,
375,India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
376,Not classified,INX,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,
377,Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.056796044
378,"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
379,Iraq,IRQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
380,Iceland,ISL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.505129002
381,Israel,ISR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.2146241
382,Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.035063256
383,Jamaica,JAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
384,Jordan,JOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
385,Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.040438041
386,Kazakhstan,KAZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
387,Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
388,Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
389,Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
390,Kiribati,KIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
391,St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
392,"Korea, Rep.",KOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.046124435
393,Kuwait,KWT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
394,Latin America & Caribbean (excluding high income),LAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.002472534
395,Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
396,Lebanon,LBN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
397,Liberia,LBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
398,Libya,LBY,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
399,St. Lucia,LCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
400,Latin America & Caribbean,LCN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.002226482
401,Least developed countries: UN classification,LDC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
402,Low income,LIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
403,Liechtenstein,LIE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
404,Sri Lanka,LKA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1991,Internet Users,0.0
